name,division,date_fallen,description,english_name,image_url,location,job,tag,custom-number,formatted_fallen_date,rank
"רס""ן  איתן מנחם נאמן",עוצבת חצי האש (551),"נפל בכ""ד בתשרי התשפ""ד (09 באוקטובר 2023)","רס""ן (במיל') איתן מנחם נאמן, מטנא עומרים, רופא לוחם בגדוד 7008, בן 44 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Major (res.) Eitan Menachem Neeman z""l",,https://idf.il/media/3naldjog/איתן-נאמן.jpeg,טנא עומרים,רופא לוחם בגדוד 7008,,44,2023-01-09,
לביא בוחניק,חטיבת הצנחנים,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמל לביא בוחניק, מפדויים, לוחם בגדוד 101 שבחטיבת הצנחנים, בן 20 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant Lavi Buhnik z""l",,https://idf.il/media/xlud0a52/לביא-בוחניק.jpeg,פדויים,לוחם בגדוד 101 שבחטיבת הצנחנים,,20,2023-01-07,סמל
ישראל עמיחי ויצן,חיל הגנת הגבולות,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","רס""ר (במיל') ישראל עמיחי ויצן, מכרם שלום, חבר כיתת כוננות ביישוב, בן 33 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Master sergeant (res.) Israel Amichay Vitzen z""l",,https://idf.il/media/1qjla5dg/ישראל-עמיחי-ויצן.jpeg,כרם שלום,חבר כיתת כוננות ביישוב,,33,2023-01-07,"רס""ר"
"סמ""ר ברנדו דוד פלורס גרסיה",חטיבה דרומית,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמ""ר ברנדו דוד פלורס גרסיה, מבאר שבע, נהג בחטיבה הדרומית באוגדת עזה, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Brando David Flores Garcia z""l",,https://idf.il/media/53wgyfr5/ברנדו-דוד-פלורס-גרסיה.jpeg,באר שבע,נהג בחטיבה הדרומית באוגדת עזה,,21,2023-01-07,
תומר נגר,חטיבת גולני,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמל תומר נגר, מאזור, לוחם בגדוד 51 שבחטיבת גולני, בן 20 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant Tomer Nagar z""l",,https://idf.il/media/oujlqq0l/תומר-נגר.jpeg,אזור,לוחם בגדוד 51 שבחטיבת גולני,,20,2023-01-07,סמל
"סמ""ר נועם אלימלך רוטנברג",פיקוד ההכשרות והאימונים,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמ""ר נועם אלימלך רוטנברג, מבאר שבע, מתכנת במפקדת פיקוד ההכשרות והאימונים, בן 24 בנופלו

הודעה נמסרה למשפחתו.

הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Noam Elimelech Rojtenbarg z""l",,https://idf.il/media/nhlpnspm/רוטנברג-נועם-אלימלך.jpeg,באר שבע,מתכנת במפקדת פיקוד ההכשרות והאימונים,,24,2023-01-07,
רון צרפתי,מערך הבקרה האווירית,"נפלה בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סרן רון צרפתי, מחדרה, קצינת אבטחה במערך הבקרה האווירית, בת 22 בנופלה.

הודעה נמסרה למשפחתה.

הועלתה מדרגת סגן לדרגת סרן לאחר מותה.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Captain Ron Zarfati z""l",,https://idf.il/media/1ihpgucf/רון-צרפתי.jpeg,חדרה,קצינת אבטחה במערך הבקרה האווירית,,22,2023-01-07,סרן
"סמ""ר מיכאל בן חמו",חטיבת גולני,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמ""ר מיכאל בן חמו, מרחובות, מפקד כיתה בגדוד 51 שבחטיבת גולני, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Michael Ben Hamo z""l",,https://idf.il/media/qxbj1aha/מיכאל-בן-חמו.jpeg,רחובות,מפקד כיתה בגדוד 51 שבחטיבת גולני,,21,2023-01-07,
בר יענקלוב,חטיבת הצנחנים,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמל בר יענקלוב, מכרמיאל, לוחם בגדוד 101 שבחטיבת הצנחנים, בן 19 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant Bar Yankilov z""l",,https://idf.il/media/wxoj0g1j/יענקלוב-בר.jpeg,כרמיאל,לוחם בגדוד 101 שבחטיבת הצנחנים,,19,2023-01-07,סמל
"סמ""ר אברהם נריה כהן",אוגדת עזה,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמ""ר אברהם נריה כהן, מירושלים, חייל במפקדת אוגדת עזה, בן 20 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Avraham Nerya Cohen z""l",,https://idf.il/media/yqul4jvs/אברהם-נריה-כהן.jpeg,ירושלים,חייל במפקדת אוגדת עזה,,20,2023-01-07,
אורי מרדכי שני,חטיבת גולני,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סרן אורי מרדכי שני, מקריית ארבע, מפקד מחלקה בגדוד 51 שבחטיבת גולני, בן 22 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סגן לדרגת סרן לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Captain Ori Mordechay Shani z""l",,https://idf.il/media/cpbddqqh/אורי-מרדכי-שני.jpeg,קריית ארבע,מפקד מחלקה בגדוד 51 שבחטיבת גולני,,22,2023-01-07,סרן
"סמ""ר רועי ברקת",חטיבת גולני,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמ""ר רועי ברקת, מתל אביב, מפקד כיתה בגדוד 13 שבחטיבת גולני, בן 20 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Roy Bareket z""l",,https://idf.il/media/tdgktal4/רועי-ברקת.jpeg,תל אביב,מפקד כיתה בגדוד 13 שבחטיבת גולני,,20,2023-01-07,
"סמ""ר אביתר אוחיון",חטיבת גולני,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמ""ר אביתר אוחיון, מירושלים, נהג אמבולנס בגדוד 51 שבחטיבת גולני, בן 22 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Evyatar Ohayon z""l",,https://idf.il/media/c10c2z2e/אביתר-אוחיון.jpg,ירושלים,נהג אמבולנס בגדוד 51 שבחטיבת גולני,,22,2023-01-07,
"רס""ן מרדכי שמיר",חטיבת גולני,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","רס""ן מרדכי שמיר, מחוות יאיר, קצין לוחם בסיירת גולני, בן 29 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Major Mordechay Shamir z""l",,https://idf.il/media/a2gnkick/מרדכי-שמיר.jpeg,חוות יאיר,קצין לוחם בסיירת גולני,,29,2023-01-07,
שגב שוורץ,"חטיבת הנח""ל","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמל שגב שוורץ, מבית שאן, רגם קשת בגדוד 50 שבחטיבת הנח""ל, בן 20 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant Segev Schwartz z""l",,https://idf.il/media/ryifgeh4/שגב-שוורץ.jpeg,בית שאן,"רגם קשת בגדוד 50 שבחטיבת הנח""ל",,20,2023-01-07,סמל
אוריאל סגל,חטיבת גולני,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמל אוריאל סגל, מפתח תקווה, טבח בגדוד 51 שבחטיבת גולני, בן 19 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant Uriel Segal z""l",,https://idf.il/media/j13ncsg2/אוריאל-סגל.jpeg,פתח תקווה,טבח בגדוד 51 שבחטיבת גולני,,19,2023-01-07,סמל
אמיר לביא,"חטיבת הנח""ל","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמל אמיר לביא, מירושלים, רגם קשת מגדוד 50 שבחטיבת הנח""ל, בן 19 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant Amir Lavi z""l",,https://idf.il/media/wh0i4kjd/אמיר-לביא.jpeg,ירושלים,"רגם קשת מגדוד 50 שבחטיבת הנח""ל",,19,2023-01-07,סמל
"רס""ם  ליאור בן יעקב",חיל הגנת הגבולות,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","רס""ם (במיל') ליאור בן יעקב, מישע, סגן רבש""צ היישוב, בן 44 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת רס""ר (במיל') לדרגת רס""ם (במיל') לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant major (res.) Lior Ben Yaakov z""l",,https://idf.il/media/tq0pgukd/רס-ר-במיל-ליאור-בן-יעקב.jpeg,ישע,"סגן רבש""צ היישוב",,44,2023-01-07,
"רס""ם  טל ממן",חיל הגנת הגבולות,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","רס""ם (במיל') טל ממן, ממבטחים, חבר כיתת הכוננות ביישוב, בן 38 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת רס""ר (במיל') לדרגת רס""ם (במיל') לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant major (res.) Tal Maman z""l",,https://idf.il/media/ihupa3dk/טל-ממן.jpeg,מבטחים,חבר כיתת הכוננות ביישוב,,38,2023-01-07,
"סמ""ר אופיר מלמן","חטיבת הנח""ל","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמ""ר אופיר מלמן, מניר יצחק, לוחם בסיירת נח""ל, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Ofir Melman z""l",,https://idf.il/media/clph0ibz/אופיר-מלמן.jpeg,ניר יצחק,"לוחם בסיירת נח""ל",,21,2023-01-07,
"סמ""ר עדי צור",חטיבת גולני,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמ""ר עדי צור, מירושלים, לוחם בגדוד 51 שבחטיבת גולני, בן 20 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Adi Tzur z""l",,https://idf.il/media/0vyf0pvs/עדי-צור.jpeg,ירושלים,לוחם בגדוד 51 שבחטיבת גולני,,20,2023-01-07,
ראם מאיר בטיטו,חטיבת גולני,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמל ראם מאיר בטיטו, מנתניה, לוחם בגדוד 51 שבחטיבת גולני, בן 19 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant Reem Meir Betito z""l",,https://idf.il/media/p0an2acu/בטיטו-ראם-מאיר.jpeg,נתניה,לוחם בגדוד 51 שבחטיבת גולני,,19,2023-01-07,סמל
יוסף מלאכי גדליה,עוצבת הקומנדו,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","רס""ל יוסף מלאכי גדליה, מירושלים, לוחם ביחידת דובדבן, עוצבת הקומנדו, בן 22 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant first class Josheph Malachi Guedalia z""l",,https://idf.il/media/inen2kra/יוסף-מלאכי-גדליה.jpeg,ירושלים,לוחם ביחידת דובדבן,,22,2023-01-07,"רס""ל"
עמרי בלקין,חטיבת המרום,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","רס""ר (במיל') עמרי בלקין, מרמת השרון, מדריך לוט""ר בביה""ס לוט""ר, בן 25 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת רס""ל (במיל') לדרגת רס""ר (במיל') לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Master sergeant (res.) Omri Belkin z""l",,https://idf.il/media/p2khh240/עמרי-בלקין.jpeg,רמת השרון,"מדריך לוט""ר בביה""ס לוט""ר",,25,2023-01-07,"רס""ר"
"סמ""ר תומר ברק",חטיבת גולני,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמ""ר תומר ברק, מפתח תקווה, לוחם בגדוד 13 שבחטיבת גולני, בן 20 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Tomer Barak z""l",,https://idf.il/media/nlqj5oiq/תומר-ברק.jpeg,פתח תקווה,לוחם בגדוד 13 שבחטיבת גולני,,20,2023-01-07,
"רס""ן עידו ישראל שני","חטיבת הנח""ל","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","רס""ן עידו ישראל שני, מרמת גן, סגן מפקד סיירת נח""ל, בן 29 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Major Ido Israel Shani z""l",,https://idf.il/media/2s1hz2ea/עידו-ישראל-שני.jpeg,רמת גן,"סגן מפקד סיירת נח""ל",,29,2023-01-07,
"סמ""ר מקס רבינוב",חיל הגנת הגבולות,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמ""ר מקס רבינוב, מאשדוד, לוחם בגדוד איסוף 414, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Max Rabinov z""l",,https://idf.il/media/covjmeit/מקס-רבינוב.jpeg,אשדוד,לוחם בגדוד איסוף 414,,21,2023-01-07,
"רס""ן רז פרץ",חטיבת גולני,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","רס""ן רז פרץ, מעפולה, מפקד הפלס""ם בגדוד 51 שבחטיבת גולני, בן 24 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סרן לדרגת רס""ן לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Major Raz Peretz z""l",,https://idf.il/media/11cbd5k2/רז-פרץ.jpeg,עפולה,"מפקד הפלס""ם בגדוד 51 שבחטיבת גולני",,24,2023-01-07,
שיר שלמה,פיקוד העורף,"נפלה בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמל שיר שלמה, מנתניה, סמלת מבצעים במחוז דרום של פיקוד העורף, בת 19 בנופלה.

הודעה נמסרה למשפחתה.

הועלתה מדרגת רב""ט לדרגת סמל לאחר מותה.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant Shir Shlomo z""l",,https://idf.il/media/r2nl0tel/שיר-שלמה.jpeg,נתניה,סמלת מבצעים במחוז דרום של פיקוד העורף,,19,2023-01-07,סמל
אושר שמעיה,אוגדת עזה,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמל אושר שמעיה, מבאר שבע, חייל במפקדת אוגדת עזה, בן 19 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant Osher Chemaya z""l",,https://idf.il/media/rllpjd0x/אושר-שמעיה.jpeg,באר שבע,חייל במפקדת אוגדת עזה,,19,2023-01-07,סמל
"סמ""ר יעד בן יעקב",חטיבת גולני,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמ""ר יעד בן יעקב, מפתח תקווה, לוחם בגדוד 13 שבחטיבת גולני, בן 20 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Yaad Ben Yacov z""l",,https://idf.il/media/gwafqds2/יעד-בן-יעקב.jpeg,פתח תקווה,לוחם בגדוד 13 שבחטיבת גולני,,20,2023-01-07,
"סמ""ר בנימין לב",חטיבת הצנחנים,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמ""ר בנימין לב, מירושלים, לוחם בגדוד 202 שבחטיבת הצנחנים, בן 23 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Benjamin Loeb z""l",,https://idf.il/media/eixb2szc/בנימין-לב.jpg,ירושלים,לוחם בגדוד 202 שבחטיבת הצנחנים,,23,2023-01-07,
שיר ביטון,חטיבה צפונית,"נפלה בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמל שיר ביטון, מאשדוד, חובשת בחטיבת צפונית, בת 19 בנופלה.

הודעה נמסרה למשפחתה.

הועלתה מדרגת רב""ט לדרגת סמל לאחר מותה.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant Shir Biton z""l",,https://idf.il/media/jisbb2rz/שיר-ביטון.jpeg,אשדוד,חובשת בחטיבת צפונית,,19,2023-01-07,סמל
דקל סויסה,חטיבת גולני,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סרן דקל סויסה, מבר-גיורא, מפקד מחלקה בגדוד 13 שבחטיבת גולני, בן 23 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סגן לדרגת סרן לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Captain Dekel Suissa z""l",,https://idf.il/media/r4agyev1/דקל-סוויסה.jpeg,בר-גיורא,מפקד מחלקה בגדוד 13 שבחטיבת גולני,,23,2023-01-07,סרן
עלים עבדאללה,עוצבת ברעם (300),"נפל בכ""ד בתשרי התשפ""ד (09 באוקטובר 2023)","סא""ל עלים עבדאללה, מיאנוח ג'ת, סגן מפקד עוצבת ברעם, בן 40 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Lieutenant colonel Alim Abdallah z""l",,https://idf.il/media/dribshve/עלים-עבדאללה.jpeg,יאנוח ג'ת,סגן מפקד עוצבת ברעם,,40,2023-01-09,"סא""ל"
"סמ""ר דניאל משה דנינו",חטיבת גולני,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמ""ר דניאל משה דנינו, מחיפה, לוחם בגדוד 13 שבחטיבת גולני, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Daniel Moshe Danino z""l",,https://idf.il/media/rznd5mwn/דניאל-דנינו.jpeg,חיפה,לוחם בגדוד 13 שבחטיבת גולני,,21,2023-01-07,
"סמ""ר יקיר לוי",חטיבת גולני,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמ""ר יקיר לוי, ממורשת, לוחם בגדוד 13 שבחטיבת גולני, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סמ""ל לדרגת סמ""ר לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Yakir Levi z""l",,https://idf.il/media/x0gpkzax/יקיר-לוי.jpeg,מורשת,לוחם בגדוד 13 שבחטיבת גולני,,21,2023-01-07,
"רב""ט עילי עזר",אוגדת עזה,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","רב""ט עילי עזר, מתל אביב, חייל במפקדת אוגדת עזה, בן 18 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת טוראי לדרגת רב""ט לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Corporal Ilay Azar z""l",,https://idf.il/media/orrnnpmc/עילי-עזר.jpeg,תל אביב,חייל במפקדת אוגדת עזה,,18,2023-01-07,
עמית פלד,עוצבת הקומנדו,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","רס""ל עמית פלד, מחיפה, לוחם ביחידת אגוז, עוצבת הקומנדו, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סמ""ר לדרגת רס""ל לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant first class Amit Peled z""l",,https://idf.il/media/cn4dga1b/עמית-פלד.jpeg,חיפה,לוחם ביחידת אגוז,,21,2023-01-07,"רס""ל"
"סמ""ר סיון שמחה אסראף",חטיבה צפונית,"נפלה בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמ""ר סיון שמחה אסראף, מאשקלון, רכזת אמצעי תקשוב, בת 20 בנופלה.

הודעה נמסרה למשפחתה.

הועלתה מדרגת סמל לדרגת סמ""ר לאחר מותה.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Sivan Simha Asraf z""l",,https://idf.il/media/2m3px2h3/סיון-שמחה-אסראף.jpeg,אשקלון,רכזת אמצעי תקשוב,,20,2023-01-07,
"רס""ן טל כהן","סיירת מטכ""ל","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","רס""ן טל כהן, מגני טל, לוחם בסיירת מטכ""ל, בן 30 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Major Tal Cohen z""l",,https://idf.il/media/mcpkid0u/טל-כהן.jpeg,גני טל,"לוחם בסיירת מטכ""ל",,30,2023-01-07,
יונתן סביצקי,עוצבת הקומנדו,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","רס""ל יונתן סביצקי, ממודיעין, לוחם ביחידת אגוז שבעוצבת הקומנדו, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סמ""ר לדרגת רס""ל לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant first class Yonnatan Savitsky z""l",,https://idf.il/media/gwvn3thu/יונתן-סביצקי.jpeg,מודיעין,לוחם ביחידת אגוז שבעוצבת הקומנדו,,21,2023-01-07,"רס""ל"
אריאל ארז,חטיבת גולני,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמל אריאל ארז, מעמקה, לוחם בגדוד 13 שבחטיבת גולני, בן 19 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant Ariel Erez z""l",,https://idf.il/media/rdan0unb/ארז-אריאל.jpeg,עמקה,לוחם בגדוד 13 שבחטיבת גולני,,19,2023-01-07,סמל
אריאל אוחנה,חטיבת הצנחנים,"נפל בכ""ג בתשרי התשפ""ד (08 באוקטובר 2023)","סמל אריאל אוחנה, מרבדים, לוחם בגדוד 890 שבחטיבת הצנחנים, בן 19 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant Ariel Ohana z""l",,https://idf.il/media/lkdaasb1/אריאל-אוחנה.jpeg,רבדים,לוחם בגדוד 890 שבחטיבת הצנחנים,,19,2023-01-08,סמל
"סמ""ר איתי נחמיאס",היחידה הרב-ממדית (888),"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמ""ר איתי נחמיאס, מישע, לוחם ביחידה הרב מימדית, בן 20 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Itay Nachmias z""l",,https://idf.il/media/bwnk5th5/איתי-נחמיאס.jpeg,ישע,לוחם ביחידה הרב מימדית,,20,2023-01-07,
"סמ""ר יוגב אהרן",חטיבת גולני,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמ""ר יוגב אהרן, מפרדס חנה, לוחם בגדוד 51 שבחטיבת גולני, בן 20 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Yogev Aharon z""l",,https://idf.il/media/jakg5qdv/יוגב-אהרון.png,פרדס חנה,לוחם בגדוד 51 שבחטיבת גולני,,20,2023-01-07,
"סמ""ר הלל שמואל סעדון","חטיבת הנח""ל","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמ""ר הלל שמואל סעדון, ממעלה מכמש, לוחם בסיירת נח""ל, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Hallel Shmuel Saadon z""l",,https://idf.il/media/3tuhkqim/הלל-שמואל-סעדון.jpeg,מעלה מכמש,"לוחם בסיירת נח""ל",,21,2023-01-07,
הדר קמה,"סיירת מטכ""ל","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סרן הדר קמה, מגבעת שפירא, לוחם בסיירת מטכ""ל, בן 24 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Captain Hadar Kama z""l",,https://idf.il/media/fchnsk0z/הדר-קמה.jpeg,גבעת שפירא,"לוחם בסיירת מטכ""ל",,24,2023-01-07,סרן
"סמ""ר יונתן גולן",עוצבת סער מגולן (7),"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמ""ר יונתן גולן, מיהוד מונוסון, מפקד טנק בגדוד 77 שבעוצבת 'סער מגולן' (7), בן 21 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Yonatan Golan z""l",,https://idf.il/media/z0andtlg/יונתן-גולן.jpeg,יהוד מונוסון,מפקד טנק בגדוד 77 שבעוצבת 'סער מגולן' (7),,21,2023-01-07,
"סמ""ר דוד רתנר",חטיבת גולני,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמ""ר דוד רתנר, מאשדוד, לוחם בגדוד 13 שבחטיבת גולני, בן 20 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant David Ratner z""l",,https://idf.il/media/myyb2i43/דוד-רטנר.jpeg,אשדוד,לוחם בגדוד 13 שבחטיבת גולני,,20,2023-01-07,
